02/01/2019;0,35;0,46;0,48;0,45;0,35;0,35;0,30; ; ; ; ; ; ;
03/01/2019;0,34;0,45;0,49;0,45;0,35;0,35;0,30; ; ; ; ; ; ;
04/01/2019;0,32;0,45;0,49;0,46;0,35;0,36;0,33; ; ; ; ; ; ;
07/01/2019;0,33;0,45;0,47;0,47;0,34;0,37;0,33; ; ; ; ; ; ;
08/01/2019;0,34;0,45;0,46;0,45;0,34;0,37;0,34; ; ; ; ; ; ;
09/01/2019;0,33;0,44;0,46;0,44;0,34;0,35;0,33; ; ; ; ; ; ;
10/01/2019;0,30;0,45;0,45;0,44;0,33;0,35;0,34; ; ; ; ; ; ;
11/01/2019;0,29;0,45;0,45;0,43;0,33;0,36;0,33;0,21; ; ; ; ; ;
14/01/2019;0,30;0,45;0,46;0,44;0,33;0,36;0,33;0,22; ; ; ; ; ;
15/01/2019;0,29;0,46;0,46;0,44;0,33;0,36;0,33;0,23; ; ; ; ; ;
16/01/2019;0,29;0,46;0,46;0,45;0,33;0,36;0,32;0,23; ; ; ; ; ;
17/01/2019;0,30;0,47;0,48;0,45;0,35;0,36;0,31;0,22; ; ; ; ; ;
18/01/2019;0,27;0,45;0,45;0,44;0,34;0,35;0,32;0,25; ; ; ; ; ;
21/01/2019;0,27;0,44;0,45;0,44;0,35;0,35;0,32;0,25; ; ; ; ; ;
22/01/2019;0,27;0,44;0,45;0,44;0,35;0,35;0,32;0,25; ; ; ; ; ;
23/01/2019;0,26;0,44;0,44;0,44;0,35;0,35;0,32;0,25; ; ; ; ; ;
24/01/2019;0,26;0,43;0,43;0,44;0,35;0,35;0,32;0,25; ; ; ; ; ;
25/01/2019;0,25;0,45;0,43;0,45;0,37;0,37;0,33;0,23; ; ; ; ; ;
28/01/2019;0,26;0,45;0,43;0,45;0,36;0,38;0,33;0,22; ; ; ; ; ;
29/01/2019;0,26;0,44;0,43;0,43;0,36;0,35;0,31;0,20; ; ; ; ; ;
30/01/2019;0,29;0,44;0,43;0,43;0,35;0,35;0,31;0,21; ; ; ; ; ;
31/01/2019;0,27;0,44;0,45;0,44;0,34;0,34;0,31;0,25; ; ; ; ; ;
01/02/2019;0,25;0,43;0,45;0,44;0,34;0,35;0,31;0,24; ; ; ; ; ;
04/02/2019;0,25;0,43;0,45;0,44;0,35;0,35;0,31;0,24; ; ; ; ; ;
05/02/2019;0,25;0,43;0,45;0,44;0,34;0,35;0,32;0,24; ; ; ; ; ;
06/02/2019;0,24;0,43;0,45;0,44;0,35;0,36;0,32;0,24; ; ; ; ; ;
07/02/2019;0,25;0,43;0,45;0,44;0,35;0,36;0,32;0,23; ; ; ; ; ;
08/02/2019;0,29;0,45;0,43;0,45;0,35;0,35;0,30;0,18;0,25; ; ; ; ;
11/02/2019;0,25;0,45;0,43;0,45;0,35;0,36;0,31;0,19;0,26; ; ; ; ;
12/02/2019;0,26;0,45;0,44;0,45;0,36;0,36;0,32;0,21;0,25; ; ; ; ;
13/02/2019;0,27;0,44;0,44;0,45;0,35;0,37;0,31;0,21;0,25; ; ; ; ;
14/02/2019;0,29;0,45;0,44;0,45;0,35;0,36;0,30;0,21;0,25; ; ; ; ;
15/02/2019;0,27;0,44;0,44;0,44;0,35;0,35;0,32;0,23;0,25; ; ; ; ;
18/02/2019;0,27;0,44;0,45;0,44;0,35;0,34;0,32;0,23;0,25; ; ; ; ;
19/02/2019;0,27;0,44;0,45;0,44;0,35;0,34;0,32;0,22;0,25; ; ; ; ;
20/02/2019;0,27;0,44;0,44;0,44;0,35;0,35;0,32;0,22;0,24; ; ; ; ;
21/02/2019;0,26;0,43;0,44;0,43;0,35;0,35;0,33;0,23;0,25; ; ; ; ;
22/02/2019;0,27;0,44;0,43;0,44;0,36;0,35;0,32;0,21;0,25; ; ; ; ;
25/02/2019;0,27;0,43;0,42;0,44;0,36;0,36;0,32;0,20;0,25; ; ; ; ;
26/02/2019;0,27;0,44;0,41;0,44;0,36;0,36;0,32;0,20;0,25; ; ; ; ;
27/02/2019;0,28;0,44;0,42;0,44;0,35;0,34;0,31;0,19;0,25; ; ; ; ;
28/02/2019;0,29;0,44;0,42;0,44;0,35;0,35;0,31;0,18;0,25; ; ; ; ;
01/03/2019;0,26;0,43;0,44;0,43;0,35;0,36;0,33;0,20;0,26; ; ; ; ;
06/03/2019;0,26;0,43;0,44;0,42;0,34;0,36;0,32;0,21;0,25; ; ; ; ;
07/03/2019;0,25;0,42;0,44;0,43;0,35;0,35;0,32;0,22;0,25; ; ; ; ;
08/03/2019;0,22;0,43;0,43;0,43;0,35;0,35;0,32;0,23;0,25; ; ; ; ;
11/03/2019;0,21;0,42;0,43;0,43;0,35;0,36;0,32;0,23;0,25; ; ; ; ;
12/03/2019;0,23;0,42;0,43;0,43;0,35;0,35;0,32;0,23;0,25;0,17; ; ; ;
13/03/2019;0,23;0,41;0,43;0,44;0,36;0,35;0,32;0,22;0,25;0,18; ; ; ;
14/03/2019;0,23;0,42;0,43;0,44;0,35;0,35;0,32;0,23;0,24;0,21; ; ; ;
15/03/2019;0,19;0,39;0,43;0,43;0,34;0,35;0,32;0,24;0,23;0,19; ; ; ;
18/03/2019;0,19;0,40;0,43;0,43;0,34;0,35;0,32;0,24;0,23;0,19; ; ; ;
19/03/2019;0,18;0,40;0,42;0,44;0,34;0,35;0,32;0,24;0,23;0,19; ; ; ;
20/03/2019;0,17;0,40;0,42;0,43;0,34;0,35;0,31;0,24;0,23;0,19; ; ; ;
21/03/2019;0,17;0,40;0,42;0,43;0,34;0,35;0,31;0,24;0,23;0,19; ; ; ;
22/03/2019;0,22;0,40;0,42;0,44;0,35;0,35;0,31;0,21;0,23;0,19; ; ; ;
25/03/2019;0,21;0,40;0,44;0,44;0,36;0,35;0,31;0,20;0,24;0,20; ; ; ;
26/03/2019;0,22;0,41;0,43;0,44;0,35;0,35;0,31;0,22;0,24;0,20; ; ; ;
27/03/2019;0,20;0,40;0,43;0,43;0,35;0,35;0,31;0,21;0,24;0,19; ; ; ;
28/03/2019;0,20;0,41;0,44;0,43;0,35;0,34;0,31;0,21;0,24;0,19; ; ; ;
29/03/2019;0,21;0,40;0,44;0,44;0,33;0,35;0,32;0,21;0,23;0,21; ; ; ;
01/04/2019;0,21;0,41;0,44;0,44;0,33;0,36;0,32;0,22;0,23;0,20; ; ; ;
02/04/2019;0,21;0,40;0,45;0,44;0,33;0,36;0,31;0,22;0,23;0,22; ; ; ;
03/04/2019;0,22;0,40;0,44;0,45;0,33;0,36;0,32;0,21;0,22;0,22; ; ; ;
04/04/2019;0,21;0,40;0,44;0,45;0,34;0,37;0,33;0,22;0,23;0,22; ; ; ;
05/04/2019;0,22;0,40;0,43;0,44;0,35;0,36;0,31;0,20;0,24;0,21; ; ; ;
08/04/2019;0,21;0,40;0,44;0,44;0,35;0,37;0,31;0,20;0,23;0,21; ; ; ;
09/04/2019;0,22;0,40;0,44;0,43;0,34;0,37;0,32;0,20;0,24;0,21; ; ; ;
10/04/2019;0,21;0,41;0,45;0,44;0,34;0,36;0,30;0,20;0,23;0,19;0,22; ; ;
11/04/2019;0,20;0,40;0,45;0,43;0,34;0,37;0,30;0,19;0,23;0,19;0,23; ; ;
12/04/2019;0,19;0,39;0,47;0,43;0,33;0,36;0,28;0,20;0,22;0,17;0,24; ; ;
15/04/2019;0,19;0,40;0,46;0,43;0,34;0,36;0,29;0,20;0,22;0,17;0,24; ; ;
16/04/2019;0,18;0,39;0,46;0,44;0,35;0,36;0,29;0,20;0,23;0,18;0,25; ; ;
17/04/2019;0,19;0,40;0,45;0,43;0,36;0,36;0,31;0,20;0,23;0,19;0,25; ; ;
18/04/2019;0,17;0,39;0,44;0,43;0,35;0,37;0,32;0,23;0,24;0,21;0,26; ; ;
22/04/2019;0,18;0,39;0,44;0,43;0,35;0,37;0,32;0,23;0,24;0,20;0,26; ; ;
